ID,X,Y,Z,M,T,O,Fecha

1.0,731.0,780.0,-18.0,4.5,85866.75,0.0,2/2/1735
2.0,675.0,625.0,-2.0,7.0,122013.5,0.0,20/1/1834
3.0,1174.0,1366.0,-20.0,7.5,137106.75,0.0,18/5/1875
4.0,455.0,1269.0,-60.0,7.9,147581.0,0.0,20/1/1904
5.0,1009.0,934.0,-38.0,7.3,152552.25,0.0,31/8/1917
6.0,1342.0,769.0,-600.0,7.6,154151.5,0.0,16/1/1922
7.0,953.0,1000.0,-129.0,5.8,161582.5,0.0,22/5/1942
8.0,831.0,1001.0,-174.0,6.9,168734.25,0.0,20/12/1961



12.0,1119.0,1244.0,-160.0,6.8,170781.75,0.0,29/7/1967
13.0,610.0,1179.0,-8.0,6.6,171936.5,0.0,26/9/1970
14.0,549.0,1041.0,-50.0,6.5,172877.25,0.0,24/4/1973

16.0,601.0,1350.0,-11.0,7.3,173322.5,0.0,13/7/1974
17.0,755.0,1304.0,-32.0,6.5,174467.25,0.0,31/8/1977






24.0,692.0,1275.0,-10.0,7.4,179994.0,0.0,18/10/1992
25.0,780.0,815.0,-8.0,6.8,180590.5,0.0,6/6/1994
26.0,1129.0,1050.0,-15.0,6.5,180817.75,0.0,19/1/1995
27.0,717.0,946.0,-73.0,6.4,180837.75,0.0,8/2/1995
28.0,817.0,985.0,-16.0,6.2,182284.75,0.0,25/1/1999
29.0,619.0,1012.0,-15.0,7.2,184405.0,0.0,15/11/2004

31.0,567.0,822.0,-31.0,6.8,185434.75,0.0,10/9/2007

33.0,631.0,617.0,-142.0,7.0,187413.25,0.0,9/2/2013
34.0,715.0,996.0,-54.0,5.6,187743.5,0.0,5/1/2014

36.0,646.0,606.0,-7.0,4.9,189362.5,0.0,12/6/2018
37.0,1034.0,1021.0,-17.0,6.97,104289.25,0.0,12/7/1785
38.0,1234.0,1394.0,2.0,5.53,119611.75,0.0,24/6/1827
39.0,1350.0,1466.0,4.0,6.22,122217.5,0.0,12/8/1834
40.0,1207.0,1355.0,1.0,6.13,126061.25,0.0,19/2/1845
41.0,1271.0,1676.0,0.0,4.93,127595.25,0.0,3/5/1849
42.0,1256.0,1414.0,1.0,4.93,134156.75,0.0,20/4/1867
43.0,1203.0,1368.0,1.0,6.22,134825.25,0.0,17/2/1869
44.0,1086.0,1343.0,1.0,6.09,134842.25,0.0,6/3/1869
45.0,1464.0,1578.0,1.0,6.16,135319.5,0.0,26/6/1870

47.0,1437.0,1447.0,0.0,4.93,140053.75,0.0,12/6/1883
48.0,881.0,1045.0,-118.0,6.52,140566.0,0.0,6/11/1884
49.0,1404.0,1522.0,-12.0,5.82,141258.5,0.0,29/9/1886
50.0,1471.0,1512.0,-45.0,6.42,142038.0,0.0,17/11/1888
51.0,1420.0,1563.0,1.0,6.16,144216.5,0.0,4/11/1894
52.0,1524.0,1607.0,0.0,5.53,145929.75,0.0,14/7/1899
53.0,1292.0,1429.0,1.0,5.2,147341.0,0.0,26/5/1903
54.0,764.0,1252.0,-19.0,5.75,147530.0,0.0,1/12/1903

56.0,1392.0,1600.0,1.0,6.05,148244.0,0.0,14/11/1905
57.0,1325.0,1581.0,0.0,4.86,149890.0,0.0,18/5/1910
58.0,1350.0,1455.0,4.0,5.96,149968.0,0.0,4/8/1910
59.0,1009.0,1487.0,-100.0,7.21,150217.0,0.0,10/4/1911
60.0,1343.0,492.0,-600.0,7.11,150235.0,0.0,28/4/1911
61.0,1438.0,1511.0,1.0,5.71,150655.0,0.0,21/6/1912
62.0,1454.0,603.0,-600.0,6.52,153029.0,0.0,21/12/1918
63.0,1229.0,1377.0,3.0,6.32,153231.0,0.0,11/7/1919
64.0,1285.0,1801.0,0.0,6.35,154087.0,0.0,13/11/1921
65.0,1306.0,68.0,-540.0,7.3,154122.0,0.0,18/12/1921
66.0,1298.0,157.0,-475.0,7.9,154152.0,0.0,17/1/1922
67.0,1077.0,1007.0,-18.0,6.25,154856.0,0.0,22/12/1923
68.0,611.0,1292.0,-20.0,6.42,155053.0,0.0,6/7/1924
69.0,861.0,965.0,-13.0,6.29,155389.0,0.0,7/6/1925

71.0,1317.0,1438.0,1.0,5.71,155880.0,0.0,11/10/1926
72.0,1378.0,1525.0,1.0,5.2,156722.0,0.0,30/1/1929
73.0,1515.0,1590.0,1.0,5.71,156767.0,0.0,16/3/1929
74.0,1515.0,1590.0,1.0,5.71,156768.0,0.0,17/3/1929
75.0,1269.0,1669.0,0.0,5.2,157092.0,0.0,4/2/1930
76.0,953.0,1266.0,-220.0,6.09,157206.0,0.0,29/5/1930
77.0,1490.0,1390.0,-25.0,6.32,157543.0,0.0,1/5/1931
78.0,1250.0,1417.0,-24.0,6.09,158461.0,0.0,4/11/1933
79.0,787.0,1100.0,-78.0,6.51,159144.0,0.0,18/9/1935
80.0,786.0,934.0,3.0,5.76,159183.0,0.0,27/10/1935
81.0,508.0,736.0,-65.0,6.52,159755.0,0.0,21/5/1937
82.0,789.0,1488.0,-100.0,6.09,159881.0,0.0,24/9/1937
83.0,848.0,1112.0,-126.0,7.01,160014.0,0.0,4/2/1938
84.0,898.0,1321.0,-100.0,5.96,160101.0,0.0,2/5/1938
85.0,898.0,989.0,-19.0,5.96,161582.0,0.0,22/5/1942
86.0,770.0,1515.0,-35.0,6.75,161800.0,0.0,26/12/1942
87.0,1493.0,1592.0,1.0,4.93,162091.0,0.0,13/10/1943
88.0,1335.0,1821.0,0.0,6.52,162161.0,0.0,22/12/1943
89.0,842.0,768.0,-99.0,6.09,162300.0,0.0,9/5/1944
90.0,510.0,1224.0,0.0,6.61,162612.0,0.0,17/3/1945
91.0,731.0,768.0,-98.0,6.52,162726.0,0.0,9/7/1945
92.0,1269.0,1681.0,0.0,4.93,163315.0,0.0,18/2/1947
93.0,642.0,645.0,-18.0,5.68,163461.0,0.0,14/7/1947
94.0,953.0,1067.0,-130.0,5.42,163850.0,0.0,6/8/1948
95.0,1391.0,1432.0,0.0,4.93,164006.0,0.0,9/1/1949
96.0,1281.0,1432.0,1.0,4.93,164072.0,0.0,16/3/1949
97.0,1281.0,1432.0,1.0,4.93,164057.0,0.0,1/3/1949
98.0,853.0,1001.0,-125.0,6.09,164462.0,0.0,10/4/1950
99.0,1134.0,1333.0,-19.0,6.3,164552.0,0.0,9/7/1950
100.0,1182.0,1379.0,-84.0,5.31,164577.0,0.0,3/8/1950
101.0,1468.0,1568.0,-14.0,6.4,164577.0,0.0,3/8/1950


104.0,1375.0,1521.0,1.0,5.53,164580.0,0.0,6/8/1950

106.0,1637.0,1491.0,0.0,4.93,164581.0,0.0,7/8/1950



110.0,1524.0,1607.0,0.0,4.93,164940.0,0.0,1/8/1951
111.0,953.0,1067.0,-223.0,5.31,164953.0,0.0,14/8/1951
112.0,898.0,1288.0,-95.0,5.31,165007.0,0.0,7/10/1951
113.0,1118.0,1543.0,1.0,5.42,165017.0,0.0,17/10/1951
114.0,768.0,1276.0,-16.0,6.54,165137.0,0.0,14/2/1952
115.0,1236.0,1268.0,-28.0,6.45,165202.0,0.0,19/4/1952
116.0,1128.0,1393.0,-156.0,5.76,165273.0,0.0,29/6/1952
117.0,1176.0,1657.0,0.0,4.93,165329.0,0.0,24/8/1952
118.0,709.0,946.0,-96.0,4.89,165691.0,0.0,21/8/1953
119.0,1379.0,1528.0,1.0,4.93,165699.0,0.0,29/8/1953
120.0,675.0,602.0,-17.0,5.56,165815.0,0.0,23/12/1953
121.0,1064.0,1321.0,-183.0,5.09,165891.0,0.0,9/3/1954
122.0,1064.0,1321.0,-183.0,5.09,165891.0,0.0,9/3/1954
123.0,1150.0,1584.0,-25.0,4.95,166029.0,0.0,25/7/1954
124.0,1275.0,1200.0,-2.0,5.31,166083.0,0.0,17/9/1954
125.0,1263.0,1444.0,0.0,4.93,166505.0,0.0,13/11/1955
126.0,508.0,880.0,-100.0,5.42,166644.0,0.0,31/3/1956
127.0,1141.0,1311.0,-69.0,5.09,166738.0,0.0,3/7/1956
128.0,762.0,1059.0,-101.0,5.09,166768.0,0.0,2/8/1956
129.0,762.0,1059.0,-101.0,5.09,166768.0,0.0,2/8/1956
130.0,1465.0,1517.0,0.0,5.02,166840.0,0.0,13/10/1956
131.0,1334.0,1394.0,-11.0,5.66,166881.0,0.0,23/11/1956
132.0,1287.0,1392.0,2.0,5.62,166882.0,0.0,24/11/1956
133.0,607.0,1193.0,-39.0,6.52,166904.0,0.0,16/12/1956
134.0,1219.0,1252.0,-24.0,6.64,167030.0,0.0,21/4/1957

136.0,703.0,901.0,-51.0,6.12,167063.0,0.0,24/5/1957
137.0,1432.0,1633.0,0.0,5.53,167096.0,0.0,26/6/1957


140.0,1204.0,1398.0,0.0,4.93,167202.0,0.0,10/10/1957
141.0,956.0,1363.0,-51.0,5.42,167233.0,0.0,10/11/1957

143.0,700.0,1242.0,-57.0,6.42,167266.0,0.0,13/12/1957
144.0,1064.0,1155.0,-148.0,5.42,167346.0,0.0,3/3/1958


147.0,1119.0,1266.0,-52.0,5.42,167382.0,0.0,8/4/1958

149.0,1210.0,1234.0,-98.0,5.76,167575.0,0.0,18/10/1958


152.0,1485.0,1482.0,-25.0,5.09,167601.0,0.0,13/11/1958


155.0,1009.0,1266.0,-209.0,4.89,167627.0,0.0,9/12/1958
156.0,1064.0,1580.0,-90.0,5.09,167638.0,0.0,20/12/1958
157.0,1064.0,1580.0,-90.0,5.09,167638.0,0.0,20/12/1958

159.0,953.0,1321.0,-133.0,5.62,167662.0,0.0,13/1/1959

161.0,1053.0,1277.0,-168.0,5.42,167797.0,0.0,28/5/1959
162.0,663.0,900.0,-60.0,5.09,167803.0,0.0,3/6/1959
163.0,1314.0,1411.0,-23.0,6.13,167830.0,0.0,30/6/1959
164.0,1141.0,1178.0,-37.0,4.89,167833.0,0.0,3/7/1959
165.0,1119.0,1266.0,-198.0,6.91,167836.0,0.0,6/7/1959
166.0,764.0,791.0,-57.0,5.09,167853.0,0.0,23/7/1959
167.0,619.0,713.0,-99.0,5.09,167953.0,0.0,31/10/1959
168.0,619.0,713.0,-99.0,5.09,167953.0,0.0,31/10/1959

170.0,679.0,1488.0,-100.0,5.42,168032.0,0.0,18/1/1960
171.0,1204.0,1287.0,-35.0,5.42,168052.0,0.0,7/2/1960


174.0,677.0,1322.0,-60.0,6.16,168087.0,0.0,13/3/1960

176.0,1175.0,1211.0,-148.0,5.74,168191.0,0.0,25/6/1960


179.0,542.0,1034.0,-15.0,5.89,168305.0,0.0,17/10/1960
180.0,542.0,1046.0,-79.0,5.42,168305.0,0.0,17/10/1960
181.0,1001.0,1631.0,-47.0,5.02,168335.0,0.0,16/11/1960




186.0,1339.0,1400.0,1.0,5.96,168492.0,0.0,22/4/1961
187.0,1503.0,1579.0,2.0,6.22,168497.0,0.0,27/4/1961
188.0,1073.0,1467.0,-113.0,6.52,168547.0,0.0,16/6/1961
189.0,932.0,1741.0,-33.0,4.89,168556.0,0.0,25/6/1961

191.0,842.0,1089.0,-162.0,6.81,168734.0,0.0,20/12/1961
192.0,1075.0,1200.0,-195.0,5.22,168737.0,0.0,23/12/1961


195.0,936.0,1194.0,-46.0,6.05,168794.0,0.0,18/2/1962
196.0,1151.0,1532.0,-75.0,5.76,168910.0,0.0,14/6/1962
197.0,798.0,1089.0,-68.0,6.81,168956.0,0.0,30/7/1962




202.0,1097.0,1277.0,-39.0,4.89,169064.0,0.0,15/11/1962





208.0,953.0,1321.0,-32.0,4.89,169126.0,0.0,16/1/1963


211.0,1327.0,1588.0,0.0,5.79,169174.0,0.0,5/3/1963




216.0,898.0,923.0,-33.0,5.35,169204.0,0.0,4/4/1963


219.0,998.0,956.0,-32.0,5.42,169234.0,0.0,4/5/1963
220.0,1204.0,1831.0,-58.0,5.42,169237.0,0.0,7/5/1963




225.0,920.0,1410.0,-34.0,5.55,169263.0,0.0,2/6/1963
226.0,1113.0,1079.0,-12.0,5.96,169264.0,0.0,3/6/1963

228.0,620.0,1035.0,-33.0,5.42,169272.0,0.0,11/6/1963

230.0,1130.0,1310.0,-99.0,5.35,169291.0,0.0,30/6/1963





236.0,620.0,979.0,-47.0,5.42,169306.0,0.0,15/7/1963
237.0,1119.0,1234.0,-160.0,5.96,169316.0,0.0,25/7/1963
238.0,775.0,802.0,-30.0,5.42,169337.0,0.0,15/8/1963
239.0,998.0,1321.0,-33.0,5.35,169340.0,0.0,18/8/1963
240.0,731.0,946.0,-56.0,5.49,169342.0,0.0,20/8/1963

242.0,742.0,968.0,-98.0,5.62,169344.0,0.0,22/8/1963



246.0,688.0,1300.0,-33.0,5.49,169383.0,0.0,30/9/1963
247.0,1053.0,1288.0,-116.0,5.35,169383.0,0.0,30/9/1963

249.0,520.0,969.0,-38.0,5.62,169407.0,0.0,24/10/1963

251.0,409.0,1114.0,-32.0,5.35,169410.0,0.0,27/10/1963

253.0,1006.0,1770.0,-33.0,5.35,169438.0,0.0,24/11/1963



257.0,629.0,1288.0,-35.0,5.49,169449.0,0.0,5/12/1963

259.0,1108.0,1122.0,-137.0,5.62,169456.0,0.0,12/12/1963
260.0,666.0,1256.0,-33.0,5.35,169457.0,0.0,13/12/1963

262.0,1139.0,1852.0,-33.0,5.49,169467.0,0.0,23/12/1963

264.0,1049.0,1336.0,-33.0,4.54,169482.0,0.0,7/1/1964
265.0,1120.0,714.0,-33.0,4.74,169482.0,0.0,7/1/1964
266.0,1520.0,1610.0,-40.0,4.83,169500.0,0.0,25/1/1964
267.0,1156.0,1270.0,-130.0,4.35,169505.0,0.0,30/1/1964
268.0,1020.0,1354.0,0.0,4.35,169511.0,0.0,5/2/1964


271.0,412.0,845.0,-65.0,4.64,169521.0,0.0,15/2/1964
272.0,1110.0,1344.0,-39.0,4.35,169530.0,0.0,24/2/1964


275.0,1471.0,1495.0,-33.0,4.15,169548.0,0.0,13/3/1964


278.0,855.0,1335.0,-47.0,5.32,169560.0,0.0,25/3/1964

280.0,709.0,1130.0,-79.0,4.35,169585.0,0.0,19/4/1964
281.0,1053.0,1310.0,0.0,4.54,169585.0,0.0,19/4/1964

283.0,1006.0,1334.0,-33.0,4.44,169605.0,0.0,9/5/1964



287.0,675.0,1432.0,-17.0,4.54,169622.0,0.0,26/5/1964

289.0,1347.0,1656.0,-33.0,4.35,169630.0,0.0,3/6/1964
290.0,810.0,1016.0,-82.0,4.35,169632.0,0.0,5/6/1964
291.0,1169.0,1503.0,-202.0,4.15,169635.0,0.0,8/6/1964



295.0,1053.0,1432.0,-33.0,4.12,169653.0,0.0,26/6/1964
296.0,519.0,780.0,-64.0,5.51,169683.0,0.0,26/7/1964


299.0,645.0,1411.0,-32.0,4.35,169686.0,0.0,29/7/1964
300.0,564.0,871.0,-68.0,4.74,169691.0,0.0,3/8/1964
301.0,481.0,1157.0,-33.0,4.35,169697.0,0.0,9/8/1964
302.0,1130.0,1111.0,-72.0,4.25,169697.0,0.0,9/8/1964



306.0,731.0,1067.0,0.0,4.44,169712.0,0.0,24/8/1964

308.0,433.0,1247.0,-25.0,4.64,169721.0,0.0,2/9/1964

310.0,1147.0,1382.0,-27.0,5.03,169721.0,0.0,2/9/1964

312.0,697.0,609.0,-88.0,4.54,169724.0,0.0,5/9/1964
313.0,832.0,1344.0,-104.0,4.35,169728.0,0.0,9/9/1964


316.0,1454.0,1678.0,-11.0,4.35,169741.0,0.0,22/9/1964
317.0,1201.0,1291.0,-56.0,4.25,169750.0,0.0,1/10/1964


320.0,560.0,801.0,-76.0,5.03,169767.0,0.0,18/10/1964


323.0,1119.0,1299.0,2.0,4.44,169800.0,0.0,20/11/1964
324.0,1064.0,1348.0,0.0,4.83,169801.0,0.0,21/11/1964

326.0,628.0,1007.0,-69.0,4.64,169809.0,0.0,29/11/1964

328.0,705.0,702.0,-199.0,4.15,169820.0,0.0,10/12/1964
329.0,1277.0,1433.0,-58.0,4.64,169825.0,0.0,15/12/1964


332.0,1064.0,1313.0,-85.0,4.35,169837.0,0.0,27/12/1964
333.0,1546.0,1602.0,-87.0,3.96,169848.0,0.0,7/1/1965
334.0,1015.0,894.0,-41.0,4.54,169848.0,0.0,7/1/1965
335.0,1141.0,1346.0,2.0,4.44,169855.0,0.0,14/1/1965


338.0,1094.0,1295.0,-107.0,4.35,169859.0,0.0,18/1/1965





344.0,455.0,864.0,-47.0,5.03,169907.0,0.0,7/3/1965




349.0,1064.0,1345.0,0.0,4.54,169940.0,0.0,9/4/1965
350.0,575.0,852.0,-90.0,4.74,169943.0,0.0,12/4/1965



354.0,765.0,1028.0,-124.0,5.42,169974.0,0.0,13/5/1965



358.0,605.0,1262.0,-36.0,4.44,169990.0,0.0,29/5/1965

360.0,1271.0,1743.0,0.0,4.74,170010.0,0.0,18/6/1965
361.0,1075.0,1188.0,-205.0,4.35,170011.0,0.0,19/6/1965
362.0,733.0,1399.0,-33.0,4.15,170013.0,0.0,21/6/1965




367.0,1086.0,1285.0,-108.0,4.93,170021.0,0.0,29/6/1965
368.0,1401.0,1516.0,-25.0,5.51,170041.0,0.0,19/7/1965





374.0,482.0,1305.0,-28.0,5.71,170055.0,0.0,2/8/1965






381.0,604.0,1051.0,-30.0,5.61,170069.0,0.0,16/8/1965

383.0,1363.0,1586.0,-43.0,4.83,170094.0,0.0,10/9/1965
384.0,1256.0,1264.0,-28.0,4.64,170095.0,0.0,11/9/1965

386.0,1423.0,1590.0,-33.0,4.74,170103.0,0.0,19/9/1965










397.0,942.0,978.0,-85.0,4.75,170187.0,0.0,12/12/1965





403.0,1009.0,1399.0,1.0,4.54,170210.0,0.0,4/1/1966

405.0,1218.0,1330.0,-50.0,5.03,170216.0,0.0,10/1/1966
406.0,606.0,1104.0,-2.0,4.93,170227.0,0.0,21/1/1966


409.0,771.0,1124.0,-76.0,4.54,170235.0,0.0,29/1/1966



413.0,727.0,1150.0,0.0,4.54,170242.0,0.0,5/2/1966


416.0,1099.0,1250.0,-17.0,4.64,170261.0,0.0,24/2/1966


419.0,1521.0,1590.0,-5.0,4.74,170270.0,0.0,5/3/1966
420.0,935.0,1394.0,-62.0,4.74,170270.0,0.0,5/3/1966
421.0,1264.0,1289.0,-36.0,4.54,170271.0,0.0,6/3/1966



425.0,1053.0,1291.0,-168.0,4.35,170294.0,0.0,29/3/1966
426.0,759.0,1084.0,-102.0,4.44,170296.0,0.0,31/3/1966





432.0,564.0,902.0,-70.0,4.44,170332.0,0.0,6/5/1966
433.0,798.0,1067.0,-113.0,4.35,170336.0,0.0,10/5/1966


436.0,668.0,1319.0,-36.0,5.51,170356.0,0.0,30/5/1966

438.0,1119.0,1361.0,3.0,4.74,170373.0,0.0,16/6/1966
439.0,1380.0,1425.0,-33.0,4.35,170381.0,0.0,24/6/1966




444.0,1064.0,1299.0,-104.0,4.44,170400.0,0.0,13/7/1966

446.0,620.0,1161.0,-33.0,4.35,170413.0,0.0,26/7/1966
447.0,1025.0,1185.0,-66.0,4.64,170417.0,0.0,30/7/1966

449.0,853.0,1013.0,-75.0,4.25,170433.0,0.0,15/8/1966
450.0,996.0,987.0,-1.0,5.32,170453.0,0.0,4/9/1966




455.0,557.0,1066.0,-42.0,4.44,170464.0,0.0,15/9/1966
456.0,1491.0,1645.0,-33.0,4.44,170476.0,0.0,27/9/1966
457.0,786.0,1034.0,-111.0,4.44,170490.0,0.0,11/10/1966
458.0,354.0,1114.0,-33.0,4.35,170492.0,0.0,13/10/1966
459.0,973.0,894.0,-36.0,5.22,170497.0,0.0,18/10/1966
460.0,482.0,807.0,-32.0,4.93,170498.0,0.0,19/10/1966
461.0,437.0,907.0,-67.0,4.54,170500.0,0.0,21/10/1966
462.0,1375.0,1593.0,-65.0,4.74,170501.0,0.0,22/10/1966
463.0,1404.0,1567.0,-26.0,4.83,170501.0,0.0,22/10/1966


466.0,1171.0,1129.0,-23.0,4.74,170543.0,0.0,3/12/1966

468.0,753.0,536.0,-104.0,4.74,170546.0,0.0,6/12/1966

470.0,1307.0,1211.0,-33.0,4.54,170557.0,0.0,17/12/1966
471.0,620.0,891.0,-33.0,4.35,170557.0,0.0,17/12/1966
472.0,1754.0,937.0,-33.0,4.74,170569.0,0.0,29/12/1966

474.0,605.0,1052.0,-34.0,5.51,170580.0,0.0,9/1/1967
475.0,588.0,1049.0,-91.0,4.35,170584.0,0.0,13/1/1967


478.0,610.0,1059.0,-97.0,4.35,170588.0,0.0,17/1/1967



482.0,646.0,1068.0,-129.0,4.44,170599.0,0.0,28/1/1967

484.0,1352.0,1414.0,-74.0,4.64,170607.0,0.0,5/2/1967

486.0,920.0,807.0,-53.0,7.0,170611.0,0.0,9/2/1967
487.0,1265.0,757.0,-33.0,4.74,170611.0,0.0,9/2/1967




492.0,986.0,826.0,-109.0,4.44,170612.0,0.0,10/2/1967
493.0,1009.0,823.0,-149.0,4.15,170612.0,0.0,10/2/1967
494.0,931.0,857.0,-126.0,4.64,170613.0,0.0,11/2/1967

496.0,1069.0,699.0,-42.0,4.93,170615.0,0.0,13/2/1967

498.0,805.0,871.0,-194.0,4.54,170618.0,0.0,16/2/1967
499.0,615.0,866.0,-85.0,4.74,170622.0,0.0,20/2/1967

501.0,1059.0,1103.0,-165.0,4.54,170625.0,0.0,23/2/1967
502.0,764.0,757.0,-104.0,4.64,170626.0,0.0,24/2/1967







510.0,915.0,909.0,-100.0,4.54,170646.0,0.0,16/3/1967

512.0,1271.0,1320.0,-104.0,4.54,170650.0,0.0,20/3/1967


515.0,598.0,829.0,-87.0,4.74,170656.0,0.0,26/3/1967
516.0,1151.0,1578.0,-142.0,4.35,170660.0,0.0,30/3/1967
517.0,920.0,1371.0,-52.0,4.54,170662.0,0.0,1/4/1967

519.0,705.0,950.0,-115.0,4.64,170670.0,0.0,9/4/1967

521.0,1009.0,835.0,-155.0,4.35,170679.0,0.0,18/4/1967
522.0,765.0,1111.0,-113.0,4.54,170687.0,0.0,26/4/1967

524.0,644.0,1234.0,-33.0,4.44,170697.0,0.0,6/5/1967
525.0,1076.0,1238.0,-34.0,4.74,170699.0,0.0,8/5/1967


528.0,1251.0,1285.0,-60.0,4.44,170710.0,0.0,19/5/1967


531.0,1404.0,1562.0,-91.0,4.54,170733.0,0.0,11/6/1967
532.0,535.0,1130.0,-37.0,4.44,170736.0,0.0,14/6/1967

534.0,590.0,1293.0,-46.0,4.54,170740.0,0.0,18/6/1967


537.0,462.0,1254.0,-44.0,4.64,170766.0,0.0,14/7/1967
538.0,1307.0,1424.0,-160.0,4.74,170778.0,0.0,26/7/1967

540.0,1116.0,1238.0,-160.0,6.8,170781.0,0.0,29/7/1967










551.0,1053.0,1211.0,-32.0,4.74,170821.0,0.0,7/9/1967
552.0,998.0,968.0,-83.0,4.35,170824.0,0.0,10/9/1967
553.0,1251.0,1355.0,-32.0,4.54,170829.0,0.0,15/9/1967
554.0,1009.0,1310.0,-33.0,4.44,170830.0,0.0,16/9/1967

556.0,640.0,1345.0,-37.0,4.54,170831.0,0.0,17/9/1967
557.0,566.0,1268.0,-33.0,4.35,170845.0,0.0,1/10/1967
558.0,1020.0,1332.0,-33.0,4.44,170847.0,0.0,3/10/1967
559.0,1031.0,1399.0,-33.0,4.44,170848.0,0.0,4/10/1967
560.0,1042.0,857.0,-71.0,4.64,170852.0,0.0,8/10/1967


563.0,1128.0,1051.0,-43.0,4.54,170867.0,0.0,23/10/1967

565.0,1120.0,1333.0,-160.0,4.54,170875.0,0.0,31/10/1967
566.0,670.0,957.0,-68.0,4.35,170879.0,0.0,4/11/1967

568.0,599.0,1263.0,-117.0,4.44,170894.0,0.0,19/11/1967
569.0,1269.0,1331.0,-33.0,4.54,170904.0,0.0,29/11/1967
570.0,821.0,1377.0,-33.0,4.54,170904.0,0.0,29/11/1967

572.0,1430.0,1568.0,-39.0,4.64,170912.0,0.0,7/12/1967
573.0,555.0,1109.0,-42.0,4.93,170924.0,0.0,19/12/1967
574.0,1223.0,1271.0,-8.0,5.51,170926.0,0.0,21/12/1967
575.0,1230.0,1275.0,-109.0,4.35,170926.0,0.0,21/12/1967
576.0,1161.0,1276.0,-29.0,4.64,170928.0,0.0,23/12/1967

578.0,909.0,1144.0,-32.0,4.54,170938.0,0.0,2/1/1968



582.0,1042.0,1376.0,-33.0,4.54,170953.0,0.0,17/1/1968

584.0,1075.0,1000.0,-32.0,4.54,170964.0,0.0,28/1/1968

586.0,1174.0,1345.0,-32.0,4.35,170984.0,0.0,17/2/1968
587.0,1153.0,1155.0,-30.0,4.54,170989.0,0.0,22/2/1968

589.0,1193.0,1947.0,-58.0,5.61,171008.0,0.0,12/3/1968


592.0,787.0,1106.0,-98.0,4.44,171022.0,0.0,26/3/1968





598.0,1326.0,1486.0,-29.0,5.22,171070.0,0.0,13/5/1968
599.0,1031.0,1255.0,-56.0,4.64,171078.0,0.0,21/5/1968
600.0,1066.0,973.0,-36.0,4.64,171080.0,0.0,23/5/1968

602.0,1197.0,1167.0,-26.0,4.54,171094.0,0.0,6/6/1968


605.0,657.0,1490.0,-53.0,4.35,171117.0,0.0,29/6/1968
606.0,1438.0,1553.0,-67.0,4.35,171121.0,0.0,3/7/1968
607.0,1064.0,1266.0,-123.0,4.35,171121.0,0.0,3/7/1968
608.0,797.0,747.0,-31.0,4.83,171126.0,0.0,8/7/1968



612.0,554.0,1068.0,-41.0,4.54,171161.0,0.0,12/8/1968

614.0,750.0,988.0,-95.0,4.83,171180.0,0.0,31/8/1968

616.0,728.0,1216.0,-24.0,5.03,171231.0,0.0,21/10/1968


619.0,1149.0,1781.0,-2.0,4.74,171237.0,0.0,27/10/1968

621.0,667.0,1378.0,-137.0,4.25,171255.0,0.0,14/11/1968

623.0,1164.0,1540.0,-175.0,6.1,171258.0,0.0,17/11/1968

625.0,407.0,811.0,-23.0,4.44,171272.0,0.0,1/12/1968


628.0,798.0,923.0,-93.0,4.44,171275.0,0.0,4/12/1968
629.0,1196.0,1161.0,-35.0,4.74,171279.0,0.0,8/12/1968

631.0,856.0,1048.0,-146.0,4.54,171319.0,0.0,17/1/1969

633.0,810.0,1050.0,-127.0,4.44,171331.0,0.0,29/1/1969

635.0,1064.0,1299.0,-96.0,4.54,171341.0,0.0,8/2/1969
636.0,634.0,1114.0,-22.0,4.74,171342.0,0.0,9/2/1969
637.0,721.0,1167.0,-39.0,4.25,171347.0,0.0,14/2/1969

639.0,841.0,907.0,-212.0,4.54,171363.0,0.0,2/3/1969





645.0,1120.0,1317.0,-150.0,4.64,171451.0,0.0,29/5/1969


648.0,770.0,883.0,-166.0,4.64,171498.0,0.0,15/7/1969



652.0,1042.0,1222.0,-33.0,5.32,171505.0,0.0,22/7/1969



656.0,1020.0,967.0,-31.0,4.35,171543.0,0.0,29/8/1969
657.0,985.0,1436.0,-86.0,4.44,171555.0,0.0,10/9/1969
658.0,1064.0,1410.0,-9.0,4.74,171567.0,0.0,22/9/1969
659.0,1042.0,1328.0,-33.0,4.44,171574.0,0.0,29/9/1969


662.0,1187.0,1690.0,-16.0,5.83,171595.0,0.0,20/10/1969
663.0,612.0,1409.0,-33.0,4.74,171596.0,0.0,21/10/1969
664.0,756.0,1051.0,-107.0,5.22,171612.0,0.0,6/11/1969

666.0,697.0,1037.0,-9.0,4.93,171620.0,0.0,14/11/1969
