ID,X,Y,Z,M,T,O,Fecha

5646.0,961.0,820.0,-3.0,4.42,181813.0,0.0,11/10/1997



5650.0,671.0,1371.0,-40.0,3.92,181814.0,0.0,12/10/1997
5651.0,381.0,1090.0,-41.0,4.64,181815.0,0.0,13/10/1997



5655.0,969.0,1130.0,-94.0,3.92,181817.0,0.0,15/10/1997


5658.0,895.0,785.0,-3.0,3.92,181821.0,0.0,19/10/1997





5664.0,461.0,887.0,-32.0,3.59,181825.0,0.0,23/10/1997


5667.0,1119.0,1315.0,-139.0,3.59,181829.0,0.0,27/10/1997






5674.0,1028.0,1287.0,-116.0,3.59,181835.0,0.0,2/11/1997

5676.0,561.0,1074.0,0.0,4.83,181835.0,0.0,2/11/1997


5679.0,389.0,846.0,-25.0,4.01,181836.0,0.0,3/11/1997





5685.0,569.0,676.0,-142.0,3.84,181846.0,0.0,13/11/1997



5689.0,918.0,1321.0,0.0,3.59,181849.0,0.0,16/11/1997

5691.0,1185.0,1866.0,-33.0,4.15,181851.0,0.0,18/11/1997
5692.0,1106.0,1523.0,1.0,4.01,181851.0,0.0,18/11/1997

5694.0,730.0,854.0,-94.0,4.74,181852.0,0.0,19/11/1997
5695.0,898.0,998.0,-72.0,3.59,181855.0,0.0,22/11/1997





5701.0,792.0,703.0,0.0,3.84,181861.0,0.0,28/11/1997

5703.0,1159.0,1527.0,0.0,3.84,181863.0,0.0,30/11/1997













5717.0,696.0,1264.0,-100.0,3.59,181871.0,0.0,8/12/1997
5718.0,680.0,1225.0,0.0,3.68,181873.0,0.0,10/12/1997





5724.0,1016.0,1135.0,-118.0,3.76,181875.0,0.0,12/12/1997
5725.0,523.0,1277.0,0.0,4.01,181875.0,0.0,12/12/1997












5738.0,443.0,816.0,-12.0,4.64,181888.0,0.0,25/12/1997





5744.0,735.0,1065.0,-95.0,4.17,181897.0,0.0,3/1/1998
5745.0,1001.0,1475.0,-10.0,4.54,181898.0,0.0,4/1/1998

5747.0,1199.0,1271.0,1.0,4.01,181899.0,0.0,5/1/1998
5748.0,719.0,1122.0,-48.0,3.76,181900.0,0.0,6/1/1998
5749.0,870.0,813.0,-23.0,4.01,181900.0,0.0,6/1/1998







5757.0,961.0,1550.0,-36.0,3.76,181905.0,0.0,11/1/1998



5761.0,710.0,1257.0,0.0,4.25,181906.0,0.0,12/1/1998









5771.0,392.0,824.0,-8.0,3.92,181909.0,0.0,15/1/1998
5772.0,562.0,766.0,-8.0,4.54,181910.0,0.0,16/1/1998
5773.0,496.0,749.0,-96.0,3.92,181910.0,0.0,16/1/1998
5774.0,896.0,1361.0,0.0,4.01,181910.0,0.0,16/1/1998
5775.0,1047.0,1405.0,-110.0,3.68,181910.0,0.0,16/1/1998

5777.0,1242.0,1205.0,1.0,3.76,181911.0,0.0,17/1/1998





5783.0,760.0,1334.0,-22.0,4.35,181914.0,0.0,20/1/1998









5793.0,1164.0,1673.0,-3.0,4.42,181919.0,0.0,25/1/1998



5797.0,878.0,1263.0,2.0,4.25,181920.0,0.0,26/1/1998




5802.0,678.0,1235.0,-87.0,3.59,181924.0,0.0,30/1/1998
5803.0,323.0,1103.0,-39.0,3.59,181924.0,0.0,30/1/1998
5804.0,323.0,1103.0,-39.0,3.59,181924.0,0.0,30/1/1998

5806.0,947.0,1038.0,-38.0,3.96,181927.0,0.0,2/2/1998
5807.0,946.0,1041.0,-2.0,3.76,181928.0,0.0,3/2/1998
5808.0,711.0,951.0,-86.0,3.76,181928.0,0.0,3/2/1998






5815.0,793.0,1294.0,2.0,4.09,181932.0,0.0,7/2/1998




5820.0,700.0,1305.0,-3.0,3.92,181934.0,0.0,9/2/1998
5821.0,787.0,699.0,1.0,3.68,181935.0,0.0,10/2/1998
5822.0,751.0,1189.0,-1.0,4.15,181935.0,0.0,10/2/1998
5823.0,1117.0,1064.0,2.0,4.92,181935.0,0.0,10/2/1998


5826.0,1252.0,1334.0,1.0,5.12,181938.0,0.0,13/2/1998











5838.0,644.0,903.0,-30.0,3.84,181944.0,0.0,19/2/1998

5840.0,672.0,1462.0,-41.0,3.68,181945.0,0.0,20/2/1998
5841.0,953.0,1364.0,1.0,4.34,181945.0,0.0,20/2/1998
5842.0,497.0,1121.0,0.0,4.67,181946.0,0.0,21/2/1998

5844.0,757.0,1047.0,-17.0,4.01,181947.0,0.0,22/2/1998


5847.0,910.0,1294.0,0.0,3.59,181948.0,0.0,23/2/1998


5850.0,1149.0,723.0,0.0,4.17,181951.0,0.0,26/2/1998


5853.0,674.0,1243.0,-25.0,4.01,181952.0,0.0,27/2/1998
5854.0,1042.0,1314.0,-16.0,3.76,181953.0,0.0,28/2/1998
5855.0,1083.0,1397.0,-124.0,4.34,181955.0,0.0,2/3/1998










5866.0,1199.0,1109.0,0.0,3.59,181958.0,0.0,5/3/1998
5867.0,597.0,1154.0,-2.0,4.62,181958.0,0.0,5/3/1998


5870.0,1020.0,1187.0,0.0,5.12,181959.0,0.0,6/3/1998




5875.0,683.0,1379.0,-26.0,3.76,181961.0,0.0,8/3/1998













5889.0,1364.0,1363.0,-33.0,4.05,181967.0,0.0,14/3/1998













5903.0,427.0,858.0,-52.0,4.35,181973.0,0.0,20/3/1998
5904.0,1332.0,1480.0,-4.0,4.05,181973.0,0.0,20/3/1998



5908.0,728.0,898.0,-148.0,3.59,181975.0,0.0,22/3/1998







5916.0,719.0,955.0,-23.0,3.76,181979.0,0.0,26/3/1998


5919.0,1017.0,1189.0,-63.0,4.54,181980.0,0.0,27/3/1998

5921.0,933.0,1629.0,-6.0,4.42,181981.0,0.0,28/3/1998
5922.0,1023.0,1574.0,0.0,4.35,181981.0,0.0,28/3/1998







5930.0,703.0,1337.0,-33.0,3.92,181986.0,0.0,2/4/1998
5931.0,1064.0,1358.0,-33.0,4.35,181987.0,0.0,3/4/1998


5934.0,1069.0,1608.0,0.0,3.92,181988.0,0.0,4/4/1998


















5953.0,504.0,945.0,-32.0,3.76,181998.0,0.0,14/4/1998





5959.0,720.0,926.0,-85.0,3.59,182001.0,0.0,17/4/1998

5961.0,1068.0,1232.0,-14.0,4.62,182002.0,0.0,18/4/1998
5962.0,1114.0,1322.0,-138.0,3.68,182004.0,0.0,20/4/1998

5964.0,964.0,849.0,-12.0,4.25,182006.0,0.0,22/4/1998


5967.0,595.0,659.0,-19.0,4.35,182007.0,0.0,23/4/1998






5974.0,908.0,797.0,2.0,3.76,182009.0,0.0,25/4/1998








5983.0,1060.0,1706.0,-1.0,3.84,182014.0,0.0,30/4/1998





5989.0,1296.0,1523.0,-200.0,3.76,182017.0,0.0,3/5/1998
5990.0,402.0,878.0,-52.0,4.35,182017.0,0.0,3/5/1998


5993.0,1002.0,934.0,3.0,3.84,182022.0,0.0,8/5/1998
5994.0,880.0,838.0,0.0,3.76,182022.0,0.0,8/5/1998

5996.0,1355.0,1409.0,-144.0,3.68,182024.0,0.0,10/5/1998

5998.0,756.0,1163.0,-13.0,3.59,182025.0,0.0,11/5/1998


6001.0,796.0,916.0,-696.0,4.42,182027.0,0.0,13/5/1998
6002.0,1070.0,1218.0,-129.0,4.17,182028.0,0.0,14/5/1998


6005.0,459.0,848.0,0.0,4.83,182028.0,0.0,14/5/1998



6009.0,367.0,903.0,-361.0,4.66,182031.0,0.0,17/5/1998









6019.0,1199.0,669.0,-700.0,4.83,182036.0,0.0,22/5/1998
6020.0,1181.0,754.0,-700.0,6.23,182036.0,0.0,22/5/1998
6021.0,1236.0,245.0,-700.0,5.08,182036.0,0.0,22/5/1998

6023.0,619.0,1186.0,-1.0,3.84,182036.0,0.0,22/5/1998
6024.0,1143.0,307.0,-700.0,4.66,182037.0,0.0,23/5/1998
6025.0,800.0,1058.0,-699.0,4.5,182037.0,0.0,23/5/1998

6027.0,1106.0,1247.0,-162.0,5.12,182039.0,0.0,25/5/1998

6029.0,709.0,1029.0,-14.0,3.59,182040.0,0.0,26/5/1998




6034.0,690.0,1270.0,-4.0,3.59,182041.0,0.0,27/5/1998


6037.0,1308.0,1036.0,-37.0,3.59,182041.0,0.0,27/5/1998
6038.0,1160.0,1098.0,-39.0,3.59,182041.0,0.0,27/5/1998


6041.0,965.0,1091.0,-5.0,3.68,182042.0,0.0,28/5/1998

6043.0,966.0,1089.0,-699.0,4.09,182044.0,0.0,30/5/1998



6047.0,685.0,1344.0,0.0,3.68,182046.0,0.0,1/6/1998
6048.0,325.0,891.0,-22.0,4.35,182046.0,0.0,1/6/1998
6049.0,1243.0,1279.0,-29.0,4.01,182047.0,0.0,2/6/1998
6050.0,1063.0,1319.0,-100.0,4.44,182050.0,0.0,5/6/1998

6052.0,756.0,1025.0,-32.0,3.84,182050.0,0.0,5/6/1998





6058.0,418.0,1143.0,-32.0,3.84,182052.0,0.0,7/6/1998









6068.0,856.0,762.0,-9.0,3.92,182058.0,0.0,13/6/1998


6071.0,976.0,1131.0,-53.0,3.84,182059.0,0.0,14/6/1998
6072.0,1245.0,1409.0,-30.0,3.76,182061.0,0.0,16/6/1998

6074.0,996.0,1422.0,-77.0,3.76,182062.0,0.0,17/6/1998








6083.0,1028.0,1114.0,-113.0,3.59,182067.0,0.0,22/6/1998

6085.0,692.0,797.0,-133.0,4.74,182067.0,0.0,22/6/1998
6086.0,869.0,618.0,-700.0,3.92,182067.0,0.0,22/6/1998
6087.0,1154.0,1602.0,-153.0,4.09,182067.0,0.0,22/6/1998
6088.0,1374.0,1357.0,-700.0,4.25,182068.0,0.0,23/6/1998



6092.0,871.0,1707.0,-232.0,3.68,182069.0,0.0,24/6/1998
6093.0,1114.0,1056.0,-3.0,4.01,182070.0,0.0,25/6/1998




6098.0,1052.0,1444.0,-117.0,3.76,182072.0,0.0,27/6/1998
6099.0,1004.0,896.0,3.0,3.92,182072.0,0.0,27/6/1998




6104.0,619.0,1421.0,-5.0,4.66,182077.0,0.0,2/7/1998



6108.0,853.0,1293.0,1.0,3.59,182078.0,0.0,3/7/1998







6116.0,797.0,699.0,1.0,3.59,182082.0,0.0,7/7/1998
6117.0,635.0,1355.0,-90.0,3.76,182083.0,0.0,8/7/1998


6120.0,626.0,1470.0,-40.0,4.01,182085.0,0.0,10/7/1998



6124.0,788.0,1202.0,-26.0,3.76,182088.0,0.0,13/7/1998








6133.0,1078.0,1735.0,-13.0,4.58,182092.0,0.0,17/7/1998


6136.0,787.0,984.0,-159.0,4.25,182093.0,0.0,18/7/1998



6140.0,1048.0,1162.0,-121.0,3.76,182094.0,0.0,19/7/1998


6143.0,687.0,1080.0,-32.0,3.59,182094.0,0.0,19/7/1998


6146.0,1131.0,1445.0,-143.0,4.34,182096.0,0.0,21/7/1998






6153.0,1017.0,1835.0,-38.0,4.42,182102.0,0.0,27/7/1998
6154.0,916.0,1669.0,-21.0,3.92,182105.0,0.0,30/7/1998






6161.0,1077.0,1456.0,-90.0,3.68,182115.0,0.0,9/8/1998
6162.0,966.0,1418.0,-10.0,3.59,182116.0,0.0,10/8/1998
6163.0,865.0,1320.0,-4.0,3.59,182116.0,0.0,10/8/1998

6165.0,627.0,620.0,-6.0,3.57,182117.0,0.0,11/8/1998







6173.0,1194.0,1789.0,0.0,3.68,182122.0,0.0,16/8/1998





6179.0,590.0,1030.0,-32.0,4.72,182127.0,0.0,21/8/1998

6181.0,953.0,1425.0,-78.0,4.25,182129.0,0.0,23/8/1998
6182.0,1001.0,1334.0,-22.0,3.76,182130.0,0.0,24/8/1998
6183.0,643.0,644.0,-2.0,3.66,182131.0,0.0,25/8/1998




6188.0,1015.0,1107.0,-117.0,3.68,182133.0,0.0,27/8/1998
6189.0,798.0,703.0,0.0,4.01,182133.0,0.0,27/8/1998



6193.0,1274.0,1512.0,0.0,3.84,182133.0,0.0,27/8/1998

6195.0,1073.0,1163.0,-134.0,3.59,182135.0,0.0,29/8/1998


















6214.0,1151.0,1148.0,-21.0,3.59,182146.0,0.0,9/9/1998








6223.0,680.0,1028.0,-45.0,3.76,182154.0,0.0,17/9/1998


6226.0,1102.0,1662.0,-150.0,3.84,182154.0,0.0,17/9/1998
6227.0,979.0,660.0,0.0,3.59,182154.0,0.0,17/9/1998



6231.0,693.0,1229.0,0.0,5.02,182156.0,0.0,19/9/1998



6235.0,820.0,897.0,2.0,4.25,182156.0,0.0,19/9/1998










6246.0,1133.0,1049.0,1.0,3.76,182163.0,0.0,26/9/1998









6256.0,780.0,1040.0,-128.0,3.84,182168.0,0.0,1/10/1998










6267.0,599.0,1113.0,-33.0,4.87,182174.0,0.0,7/10/1998
6268.0,770.0,1315.0,1.0,3.59,182174.0,0.0,7/10/1998

6270.0,928.0,1423.0,0.0,4.42,182175.0,0.0,8/10/1998








6279.0,428.0,828.0,0.0,3.59,182181.0,0.0,14/10/1998
6280.0,684.0,1316.0,-16.0,4.01,182181.0,0.0,14/10/1998




6285.0,1207.0,1711.0,-60.0,4.25,182184.0,0.0,17/10/1998
6286.0,430.0,881.0,-46.0,4.67,182186.0,0.0,19/10/1998


6289.0,1128.0,1525.0,0.0,4.17,182187.0,0.0,20/10/1998


6292.0,563.0,1062.0,-40.0,3.59,182189.0,0.0,22/10/1998
6293.0,943.0,1466.0,-40.0,3.68,182189.0,0.0,22/10/1998



6297.0,825.0,733.0,-129.0,3.84,182192.0,0.0,25/10/1998
6298.0,930.0,1088.0,-3.0,3.68,182192.0,0.0,25/10/1998






6305.0,727.0,1067.0,-8.0,3.84,182202.0,0.0,4/11/1998






6312.0,873.0,1387.0,-1.0,4.01,182208.0,0.0,10/11/1998






6319.0,1119.0,1303.0,-146.0,4.25,182211.0,0.0,13/11/1998
6320.0,742.0,1346.0,-7.0,4.01,182214.0,0.0,16/11/1998
6321.0,1353.0,1450.0,-8.0,4.44,182215.0,0.0,17/11/1998






6328.0,780.0,1273.0,0.0,3.68,182218.0,0.0,20/11/1998







6336.0,742.0,1083.0,-87.0,3.86,182224.0,0.0,26/11/1998







6344.0,1120.0,1468.0,-115.0,3.68,182230.0,0.0,2/12/1998


6347.0,1204.0,1290.0,-3.0,4.42,182231.0,0.0,3/12/1998






6354.0,955.0,1203.0,-32.0,3.76,182234.0,0.0,6/12/1998


6357.0,1108.0,1660.0,0.0,3.76,182236.0,0.0,8/12/1998






6364.0,1165.0,1409.0,-3.0,3.68,182239.0,0.0,11/12/1998
6365.0,976.0,896.0,1.0,3.68,182241.0,0.0,13/12/1998




6370.0,1043.0,1209.0,-101.0,4.01,182242.0,0.0,14/12/1998




6375.0,1064.0,1599.0,-7.0,3.92,182244.0,0.0,16/12/1998


6378.0,1026.0,1771.0,-57.0,4.01,182246.0,0.0,18/12/1998
6379.0,917.0,1066.0,-4.0,3.76,182247.0,0.0,19/12/1998



6383.0,1248.0,1318.0,-76.0,4.34,182252.0,0.0,24/12/1998
6384.0,1181.0,1297.0,-153.0,4.25,182252.0,0.0,24/12/1998









6394.0,769.0,1119.0,-90.0,3.92,182259.0,0.0,31/12/1998
6395.0,1064.0,1387.0,-98.0,3.68,182261.0,0.0,2/1/1999

6397.0,776.0,1295.0,2.0,3.92,182262.0,0.0,3/1/1999

6399.0,558.0,1315.0,-5.0,5.4,182263.0,0.0,4/1/1999


6402.0,723.0,1463.0,0.0,4.34,182264.0,0.0,5/1/1999




















6423.0,1331.0,1062.0,-161.0,4.15,182274.0,0.0,15/1/1999






6430.0,1031.0,1198.0,-3.0,4.01,182277.0,0.0,18/1/1999






6437.0,863.0,927.0,-3.0,3.68,182282.0,0.0,23/1/1999
6438.0,1155.0,1717.0,0.0,3.92,182283.0,0.0,24/1/1999












6451.0,1500.0,1556.0,0.0,4.35,182286.0,0.0,27/1/1999


6454.0,1018.0,1182.0,-110.0,4.17,182286.0,0.0,27/1/1999














6469.0,717.0,910.0,-74.0,3.68,182290.0,0.0,31/1/1999









6479.0,833.0,1042.0,-121.0,3.76,182297.0,0.0,7/2/1999





6485.0,428.0,821.0,-43.0,3.68,182298.0,0.0,8/2/1999

6487.0,507.0,848.0,-32.0,4.25,182298.0,0.0,8/2/1999
6488.0,507.0,855.0,-146.0,4.15,182298.0,0.0,8/2/1999

6490.0,852.0,1399.0,-4.0,3.59,182299.0,0.0,9/2/1999
6491.0,913.0,1324.0,-32.0,4.35,182300.0,0.0,10/2/1999





6497.0,788.0,1289.0,-2.0,3.68,182306.0,0.0,16/2/1999


6500.0,589.0,1167.0,-20.0,3.76,182309.0,0.0,19/2/1999



6504.0,1171.0,1395.0,-8.0,4.25,182311.0,0.0,21/2/1999


6507.0,1228.0,1303.0,-81.0,4.34,182314.0,0.0,24/2/1999
6508.0,1151.0,1292.0,-179.0,4.25,182314.0,0.0,24/2/1999

6510.0,738.0,1260.0,0.0,3.84,182314.0,0.0,24/2/1999










6521.0,777.0,691.0,2.0,4.01,182317.0,0.0,27/2/1999






6528.0,938.0,808.0,-4.0,3.59,182322.0,0.0,4/3/1999
6529.0,1257.0,1197.0,-10.0,3.84,182323.0,0.0,5/3/1999
6530.0,1057.0,1217.0,-119.0,3.59,182323.0,0.0,5/3/1999





6536.0,1114.0,1356.0,-149.0,4.09,182329.0,0.0,11/3/1999

6538.0,1125.0,1025.0,0.0,4.25,182330.0,0.0,12/3/1999
6539.0,417.0,1161.0,-31.0,4.8,182330.0,0.0,12/3/1999





6545.0,580.0,1032.0,-100.0,4.09,182335.0,0.0,17/3/1999
6546.0,1107.0,1545.0,-123.0,3.92,182335.0,0.0,17/3/1999
6547.0,919.0,852.0,-2.0,3.92,182336.0,0.0,18/3/1999
6548.0,1057.0,1605.0,-97.0,5.1,182336.0,0.0,18/3/1999

6550.0,675.0,1315.0,-32.0,3.84,182338.0,0.0,20/3/1999









6560.0,638.0,1490.0,-10.0,4.05,182346.0,0.0,28/3/1999
6561.0,632.0,707.0,-113.0,3.59,182346.0,0.0,28/3/1999


6564.0,1380.0,1714.0,-14.0,5.7,182348.0,0.0,30/3/1999



6568.0,1506.0,1609.0,-3.0,4.97,182349.0,0.0,31/3/1999




6573.0,584.0,935.0,-180.0,3.86,182355.0,0.0,6/4/1999
6574.0,567.0,942.0,-33.0,5.26,182355.0,0.0,6/4/1999

























6600.0,1515.0,1578.0,-30.0,4.82,182375.0,0.0,26/4/1999








6609.0,1067.0,1217.0,-148.0,3.92,182380.0,0.0,1/5/1999
6610.0,725.0,1040.0,-13.0,4.25,182381.0,0.0,2/5/1999

6612.0,983.0,1388.0,2.0,3.84,182382.0,0.0,3/5/1999








6621.0,1237.0,1785.0,-41.0,3.92,182385.0,0.0,6/5/1999

6623.0,634.0,1434.0,0.0,3.96,182386.0,0.0,7/5/1999
6624.0,1059.0,1572.0,0.0,3.76,182388.0,0.0,9/5/1999









6634.0,925.0,1008.0,-17.0,4.25,182394.0,0.0,15/5/1999

6636.0,1249.0,1317.0,0.0,3.68,182395.0,0.0,16/5/1999


6639.0,501.0,1128.0,-39.0,3.59,182395.0,0.0,16/5/1999
6640.0,1091.0,1319.0,-139.0,3.92,182396.0,0.0,17/5/1999






6647.0,901.0,1316.0,0.0,3.59,182397.0,0.0,18/5/1999



6651.0,900.0,1409.0,0.0,4.17,182398.0,0.0,19/5/1999



6655.0,614.0,1303.0,0.0,3.92,182400.0,0.0,21/5/1999





6661.0,1035.0,1073.0,-157.0,3.84,182402.0,0.0,23/5/1999
6662.0,513.0,1085.0,-40.0,3.68,182402.0,0.0,23/5/1999
6663.0,1201.0,830.0,-33.0,4.05,182403.0,0.0,24/5/1999


6666.0,1065.0,1186.0,2.0,3.84,182403.0,0.0,24/5/1999

6668.0,879.0,1278.0,-1.0,3.68,182404.0,0.0,25/5/1999



6672.0,636.0,1490.0,-13.0,3.59,182405.0,0.0,26/5/1999

6674.0,1122.0,1627.0,3.0,3.84,182405.0,0.0,26/5/1999





6680.0,1002.0,1448.0,-61.0,3.84,182407.0,0.0,28/5/1999





6686.0,1037.0,966.0,3.0,4.87,182411.0,0.0,1/6/1999



6690.0,952.0,1345.0,-2.0,3.76,182413.0,0.0,3/6/1999
6691.0,1125.0,1467.0,-150.0,3.84,182413.0,0.0,3/6/1999

6693.0,1077.0,1406.0,-149.0,3.68,182413.0,0.0,3/6/1999



6697.0,1066.0,1195.0,-117.0,3.84,182416.0,0.0,6/6/1999










6708.0,930.0,1015.0,1.0,4.25,182421.0,0.0,11/6/1999











6720.0,508.0,1288.0,-20.0,4.1,182425.0,0.0,15/6/1999

6722.0,1056.0,1108.0,2.0,3.68,182425.0,0.0,15/6/1999





6728.0,1065.0,1712.0,-16.0,4.83,182426.0,0.0,16/6/1999
6729.0,726.0,1303.0,0.0,3.68,182426.0,0.0,16/6/1999


6732.0,723.0,1329.0,-36.0,4.3,182428.0,0.0,18/6/1999
6733.0,860.0,1215.0,2.0,3.84,182428.0,0.0,18/6/1999


6736.0,761.0,1179.0,3.0,3.59,182429.0,0.0,19/6/1999
6737.0,532.0,1048.0,0.0,3.59,182429.0,0.0,19/6/1999





6743.0,717.0,958.0,-10.0,3.59,182431.0,0.0,21/6/1999












6756.0,1119.0,1063.0,2.0,3.59,182435.0,0.0,25/6/1999


6759.0,823.0,777.0,1.0,3.84,182437.0,0.0,27/6/1999





6765.0,1192.0,1125.0,-29.0,3.92,182439.0,0.0,29/6/1999



6769.0,1024.0,1095.0,-124.0,3.59,182441.0,0.0,1/7/1999
6770.0,897.0,795.0,0.0,3.59,182442.0,0.0,2/7/1999




6775.0,1056.0,1382.0,-103.0,3.96,182445.0,0.0,5/7/1999









6785.0,703.0,910.0,-32.0,3.68,182450.0,0.0,10/7/1999
6786.0,1029.0,1586.0,-20.0,4.42,182451.0,0.0,11/7/1999

6788.0,1027.0,1152.0,-91.0,3.68,182451.0,0.0,11/7/1999



6792.0,678.0,1162.0,0.0,3.76,182454.0,0.0,14/7/1999
6793.0,671.0,1267.0,-110.0,3.92,182454.0,0.0,14/7/1999




6798.0,1150.0,1163.0,1.0,5.12,182457.0,0.0,17/7/1999


6801.0,738.0,962.0,-127.0,4.74,182459.0,0.0,19/7/1999
6802.0,991.0,859.0,1.0,3.68,182460.0,0.0,20/7/1999



6806.0,819.0,923.0,-2.0,4.35,182462.0,0.0,22/7/1999




6811.0,652.0,592.0,4.0,3.86,182466.0,0.0,26/7/1999


6814.0,1209.0,1318.0,1.0,3.59,182467.0,0.0,27/7/1999
6815.0,811.0,714.0,-1.0,4.34,182468.0,0.0,28/7/1999


6818.0,1086.0,1399.0,-116.0,4.01,182471.0,0.0,31/7/1999
6819.0,1072.0,1364.0,-151.0,4.35,182471.0,0.0,31/7/1999


6822.0,1479.0,1569.0,1.0,4.72,182474.0,0.0,3/8/1999



6826.0,714.0,1256.0,0.0,3.76,182479.0,0.0,8/8/1999















6842.0,765.0,1241.0,1.0,3.59,182490.0,0.0,19/8/1999


6845.0,847.0,764.0,-124.0,3.68,182492.0,0.0,21/8/1999


6848.0,998.0,1086.0,-118.0,3.76,182496.0,0.0,25/8/1999
6849.0,936.0,1041.0,-10.0,4.17,182496.0,0.0,25/8/1999



6853.0,852.0,1429.0,-65.0,3.84,182498.0,0.0,27/8/1999


6856.0,1205.0,1686.0,-69.0,3.76,182500.0,0.0,29/8/1999
6857.0,1050.0,1498.0,-86.0,3.76,182500.0,0.0,29/8/1999

6859.0,1105.0,1190.0,-175.0,3.84,182502.0,0.0,31/8/1999



6863.0,1070.0,1179.0,-145.0,4.01,182506.0,0.0,4/9/1999









6873.0,685.0,1495.0,-40.0,4.25,182511.0,0.0,9/9/1999


6876.0,1100.0,1598.0,-109.0,4.01,182512.0,0.0,10/9/1999
6877.0,696.0,1443.0,-17.0,3.68,182515.0,0.0,13/9/1999



6881.0,507.0,1316.0,0.0,4.17,182516.0,0.0,14/9/1999




6886.0,768.0,1210.0,2.0,3.9,182520.0,0.0,18/9/1999

6888.0,1089.0,1018.0,-6.0,4.67,182522.0,0.0,20/9/1999








6897.0,1063.0,1218.0,-113.0,3.76,182526.0,0.0,24/9/1999




6902.0,790.0,981.0,-141.0,3.76,182527.0,0.0,25/9/1999
6903.0,673.0,1340.0,-10.0,4.09,182527.0,0.0,25/9/1999

6905.0,747.0,982.0,-78.0,4.15,182528.0,0.0,26/9/1999


6908.0,1137.0,1362.0,-142.0,3.84,182531.0,0.0,29/9/1999










6919.0,947.0,1105.0,-10.0,4.57,182541.0,0.0,9/10/1999

6921.0,1240.0,1304.0,0.0,3.76,182542.0,0.0,10/10/1999
6922.0,1045.0,1162.0,-126.0,3.76,182543.0,0.0,11/10/1999








6931.0,1118.0,1316.0,-142.0,3.96,182551.0,0.0,19/10/1999
6932.0,763.0,1012.0,-93.0,3.76,182553.0,0.0,21/10/1999

6934.0,662.0,1293.0,-32.0,3.84,182553.0,0.0,21/10/1999

6936.0,737.0,1054.0,-72.0,3.84,182553.0,0.0,21/10/1999



6940.0,837.0,761.0,-13.0,3.68,182555.0,0.0,23/10/1999

6942.0,1274.0,1820.0,-93.0,4.91,182556.0,0.0,24/10/1999




6947.0,766.0,1027.0,-119.0,3.59,182559.0,0.0,27/10/1999

6949.0,984.0,867.0,-3.0,3.68,182559.0,0.0,27/10/1999




6954.0,899.0,787.0,2.0,3.84,182562.0,0.0,30/10/1999

6956.0,1114.0,1066.0,-2.0,4.34,182562.0,0.0,30/10/1999


6959.0,926.0,1385.0,-211.0,3.59,182564.0,0.0,1/11/1999



6963.0,700.0,1237.0,-100.0,3.76,182566.0,0.0,3/11/1999

6965.0,531.0,1289.0,0.0,3.76,182566.0,0.0,3/11/1999
6966.0,751.0,1436.0,-242.0,3.68,182567.0,0.0,4/11/1999


6969.0,1099.0,1251.0,-163.0,5.4,182571.0,0.0,8/11/1999

6971.0,461.0,918.0,-40.0,3.68,182571.0,0.0,8/11/1999

6973.0,401.0,1127.0,-44.0,3.92,182572.0,0.0,9/11/1999

6975.0,1157.0,1111.0,-1.0,4.09,182574.0,0.0,11/11/1999

